Station,Date,Tmax,Tmin,Tavg,Depart,DewPoint,WetBulb,Heat,Cool,Sunrise,Sunset,CodeSum,Depth,Water1,SnowFall,PrecipTotal,StnPressure,SeaLevel,ResultSpeed,ResultDir,AvgSpeed,weekday_name,day,month,year,temp_spread,Tavg2,r_humidity,len_day
2,2008-08-09,78,61,70.0,-2,14.44,63,0, 5,453,1902,RA,M,M,M,0,29.25,29.91,3.8,28,9.6,Saturday,9,August,2008,17,21.11,0.66,869.4000000000001
1,2008-08-10,74,58,66.0,-7,11.11,58,0, 1,454,1900, ,0,M,0.0,0.00,29.31,30.02,8.4,2,9.0,Sunday,10,August,2008,16,18.89,0.61,867.6
2,2008-08-10,74,61,68.0,-7,11.67,59,0, 3,454,1900, ,M,M,M,0.00,29.36,30.00,10.2,2,9.9,Sunday,10,August,2008,13,20.0,0.59,867.6
1,2008-08-11,77,59,68.0,-5,13.89,61,0, 3,455,1859, ,0,M,0.0,0.00,29.30,30.02,3.9,5,6.3,Monday,11,August,2008,18,20.0,0.68,842.4000000000001
2,2008-08-11,76,60,68.0,-5,13.89,62,0, 3,455,1859, ,M,M,M,0.00,29.36,30.01,3.5,5,6.1,Monday,11,August,2008,16,20.0,0.68,842.4000000000001
1,2008-08-12,77,61,69.0,-4,13.89,62,0, 4,456,1858, ,0,M,0.0,0.00,29.17,29.90,3.3,10,3.8,Tuesday,12,August,2008,16,20.56,0.66,841.2
2,2008-08-12,77,62,70.0,-4,13.89,62,0, 5,456,1858, ,M,M,M,0.00,29.23,29.89,3.3,10,4.0,Tuesday,12,August,2008,15,21.11,0.63,841.2
1,2008-08-13,79,66,73.0,0,15.0,63,0, 8,457,1856,RA,0,M,0.0,0.06,29.11,29.84,3.0,7,4.6,Wednesday,13,August,2008,13,22.78,0.62,839.3999999999999
2,2008-08-13,77,66,72.0,0,15.0,63,0, 7,457,1856, ,M,M,M,0,29.17,29.82,3.1,8,5.2,Wednesday,13,August,2008,11,22.22,0.64,839.3999999999999
1,2008-08-14,79,63,71.0,-1,15.56,64,0, 6,458,1855,BR HZ,0,M,0.0,0.00,29.23,29.93,7.3,3,7.9,Thursday,14,August,2008,16,21.67,0.68,838.2
2,2008-08-14,78,65,72.0,-1,15.56,64,0, 7,458,1855,BR,M,M,M,0,29.28,29.91,7.7,3,8.4,Thursday,14,August,2008,13,22.22,0.66,838.2
1,2008-08-15,78,61,70.0,-2,12.22,61,0, 5,459,1854, ,0,M,0.0,0.00,29.44,30.13,6.9,3,7.9,Friday,15,August,2008,17,21.11,0.57,836.9999999999999
2,2008-08-15,78,61,70.0,-2,12.78,61,0, 5,459,1854, ,M,M,M,0.00,29.49,30.11,7.5,4,9.1,Friday,15,August,2008,17,21.11,0.59,836.9999999999999
1,2008-08-16,83,58,71.0,-1,11.67,61,0, 6,500,1852, ,0,M,0.0,0.00,29.40,30.13,5.7,29,6.5,Saturday,16,August,2008,25,21.67,0.53,811.2
2,2008-08-16,82,59,71.0,-1,11.67,61,0, 6,500,1852, ,M,M,M,0.00,29.46,30.11,5.5,29,6.4,Saturday,16,August,2008,23,21.67,0.53,811.2
1,2008-08-17,84,63,74.0,2,15.56,65,0, 9,501,1851, ,0,M,0.0,0.00,29.28,30.01,7.9,26,8.0,Sunday,17,August,2008,21,23.33,0.62,810.0000000000002
2,2008-08-17,85,63,74.0,2,15.0,65,0, 9,501,1851, ,M,M,M,0.00,29.34,30.00,8.5,25,8.8,Sunday,17,August,2008,22,23.33,0.6,810.0000000000002
1,2008-08-18,85,65,75.0,3,13.89,64,0,10,502,1849, ,0,M,0.0,0.00,29.26,29.98,7.2,27,7.4,Monday,18,August,2008,20,23.89,0.54,808.1999999999998
2,2008-08-18,85,65,75.0,3,14.44,65,0,10,502,1849, ,M,M,M,0.00,29.33,29.97,6.6,26,7.0,Monday,18,August,2008,20,23.89,0.56,808.1999999999998
1,2008-08-19,82,63,73.0,2,17.78,67,0, 8,503,1848, ,0,M,0.0,0.00,29.38,30.08,5.9,4,6.7,Tuesday,19,August,2008,19,22.78,0.73,807.0
2,2008-08-19,84,65,75.0,2,17.78,68,0,10,503,1848, ,M,M,M,0.00,29.42,30.05,4.9,5,6.0,Tuesday,19,August,2008,19,23.89,0.69,807.0
1,2008-08-20,81,65,73.0,2,15.56,65,0, 8,504,1846, ,0,M,0.0,0.00,29.40,30.12,6.0,9,7.4,Wednesday,20,August,2008,16,22.78,0.64,805.2000000000002
2,2008-08-20,81,67,74.0,2,15.0,65,0, 9,504,1846, ,M,M,M,0.00,29.46,30.10,7.3,10,7.7,Wednesday,20,August,2008,14,23.33,0.6,805.2000000000002
1,2008-08-21,82,68,75.0,4,16.11,66,0,10,505,1845,RA,0,M,0.0,0,29.31,30.03,6.5,15,8.4,Thursday,21,August,2008,14,23.89,0.62,804.0
2,2008-08-21,82,69,76.0,4,15.56,66,0,11,505,1845,RA,M,M,M,0,29.36,30.02,6.5,14,7.7,Thursday,21,August,2008,13,24.44,0.58,804.0
1,2008-08-22,83,72,78.0,7,20.0,71,0,13,506,1843,TSRA BR HZ,0,M,0.0,0.09,29.32,30.03,12.7,19,12.8,Friday,22,August,2008,11,25.56,0.71,802.2
2,2008-08-22,84,75,80.0,7,20.56,72,0,15,506,1843,RA HZ,M,M,M,0,29.39,30.02,11.1,19,11.5,Friday,22,August,2008,9,26.67,0.69,802.2
1,2008-08-23,87,68,78.0,7,18.89,70,0,13,508,1842,BR,0,M,0.0,0.00,29.31,30.02,7.6,25,9.4,Saturday,23,August,2008,19,25.56,0.67,800.4000000000001
2,2008-08-23,90,69,80.0,7,20.0,71,0,15,508,1842,BR VCTS,M,M,M,0.00,29.36,30.00,8.3,24,9.6,Saturday,23,August,2008,21,26.67,0.67,800.4000000000001
1,2008-08-24,77,63,70.0,-1,13.89,62,0, 5,509,1840, ,0,M,0.0,0.00,29.34,30.05,7.7,3,9.7,Sunday,24,August,2008,14,21.11,0.63,798.6
2,2008-08-24,78,65,72.0,-1,13.89,63,0, 7,509,1840, ,M,M,M,0.00,29.38,30.03,8.7,3,10.0,Sunday,24,August,2008,13,22.22,0.59,798.6
1,2008-08-25,74,64,69.0,-1,12.22,60,0, 4,510,1839, ,0,M,0.0,0.00,29.36,30.08,11.1,5,11.4,Monday,25,August,2008,10,20.56,0.59,797.4000000000001
2,2008-08-25,74,66,70.0,-1,13.33,61,0, 5,510,1839, ,M,M,M,0.00,29.41,30.06,12.7,5,13.1,Monday,25,August,2008,8,21.11,0.61,797.4000000000001
1,2008-08-26,76,61,69.0,-1,12.22,60,0, 4,511,1837, ,0,M,0.0,0.00,29.29,30.03,7.7,7,8.4,Tuesday,26,August,2008,15,20.56,0.59,795.6
2,2008-08-26,75,61,68.0,-1,12.78,61,0, 3,511,1837, ,M,M,M,0.00,29.34,30.01,7.9,7,9.5,Tuesday,26,August,2008,14,20.0,0.63,795.6
1,2008-08-27,83,61,72.0,2,13.33,63,0, 7,512,1835, ,0,M,0.0,0.00,29.20,29.93,4.6,7,5.9,Wednesday,27,August,2008,22,22.22,0.57,793.8
2,2008-08-27,82,60,71.0,2,13.89,63,0, 6,512,1835, ,M,M,M,0.00,29.25,29.91,4.2,9,4.7,Wednesday,27,August,2008,22,21.67,0.61,793.8
1,2008-08-28,80,63,72.0,2,17.78,67,0, 7,513,1834,RA BR,0,M,0.0,0.06,29.10,29.82,5.7,19,6.7,Thursday,28,August,2008,17,22.22,0.76,792.6000000000001
2,2008-08-28,81,67,74.0,2,18.33,68,0, 9,513,1834,RA,M,M,M,0.02,29.15,29.80,5.7,19,6.5,Thursday,28,August,2008,14,23.33,0.74,792.6000000000001
1,2008-08-29,85,64,75.0,5,14.44,65,0,10,514,1832,RA BR,0,M,0.0,0.04,29.24,29.93,3.5,35,6.5,Friday,29,August,2008,21,23.89,0.56,790.8000000000001
2,2008-08-29,84,67,76.0,5,16.11,66,0,11,514,1832,BR HZ,M,M,M,0,29.29,29.91,3.6,2,6.1,Friday,29,August,2008,17,24.44,0.6,790.8000000000001
1,2008-08-30,87,56,72.0,2,12.78,62,0, 7,515,1831, ,0,M,0.0,0.00,29.39,30.09,2.6,24,3.8,Saturday,30,August,2008,31,22.22,0.55,789.5999999999999
2,2008-08-30,87,61,74.0,2,12.78,64,0, 9,515,1831, ,M,M,M,0.00,29.44,30.07,2.0,23,3.2,Saturday,30,August,2008,26,23.33,0.52,789.5999999999999
1,2008-08-31,90,60,75.0,6,13.33,64,0,10,516,1829, ,0,M,0.0,0.00,29.41,30.13,4.8,13,5.4,Sunday,31,August,2008,30,23.89,0.52,787.7999999999998
2,2008-08-31,89,65,77.0,6,13.89,65,0,12,516,1829, ,M,M,M,0.00,29.47,30.11,4.8,12,5.2,Sunday,31,August,2008,24,25.0,0.5,787.7999999999998
1,2008-09-01,90,62,76.0,8,12.22,63,0,11,517,1827, ,0,M,0.0,0.00,29.37,30.09,7.0,14,7.7,Monday,1,September,2008,28,24.44,0.47,786.0
2,2008-09-01,89,67,78.0,8,12.22,64,0,13,517,1827, ,M,M,M,0.00,29.42,30.07,7.7,12,7.9,Monday,1,September,2008,22,25.56,0.44,786.0
1,2008-09-02,94,65,80.0,12,16.11,68,0,15,518,1826,TS,0,M,0.0,0.00,29.31,30.02,3.2,21,4.4,Tuesday,2,September,2008,29,26.67,0.52,784.8000000000002
2,2008-09-02,95,68,82.0,12,16.11,68,0,17,518,1826,TS RA,M,M,M,0,29.36,30.00,2.8,17,4.5,Tuesday,2,September,2008,27,27.78,0.49,784.8000000000002
1,2008-09-03,77,66,72.0,4,15.56,64,0, 7,519,1824,TSRA,0,M,0.0,0.02,29.31,30.02,9.8,1,10.4,Wednesday,3,September,2008,11,22.22,0.66,782.9999999999998
2,2008-09-03,77,68,73.0,4,16.67,65,0, 8,519,1824, ,M,M,M,0.00,29.34,29.99,11.2,1,12.1,Wednesday,3,September,2008,9,22.78,0.68,782.9999999999998
1,2008-09-04,67,61,64.0,-4,16.11,62,1, 0,520,1822,RA BR,0,M,0.0,2.90,29.08,29.82,11.6,3,12.4,Thursday,4,September,2008,6,17.78,0.9,781.1999999999998
2,2008-09-04,68,63,66.0,-4,17.22,64,0, 1,520,1822,RA BR,M,M,M,2.68,29.13,29.80,11.2,3,12.2,Thursday,4,September,2008,5,18.89,0.9,781.1999999999998
1,2008-09-05,70,57,64.0,-3,13.33,59,1, 0,521,1821, ,0,M,0.0,0.00,29.22,29.93,5.9,34,6.9,Friday,5,September,2008,13,17.78,0.75,780.0000000000001
2,2008-09-05,68,58,63.0,-3,14.44,60,2, 0,521,1821,RA BR,M,M,M,0.01,29.28,29.92,4.3,32,4.7,Friday,5,September,2008,10,17.22,0.84,780.0000000000001
1,2008-09-06,74,53,64.0,-3,12.22,58,1, 0,522,1819,BR,0,M,0.0,0.01,29.28,29.98,4.9,27,5.3,Saturday,6,September,2008,21,17.78,0.7,778.2
2,2008-09-06,74,56,65.0,-3,12.22,59,0, 0,522,1819,RA,M,M,M,0,29.34,29.98,5.1,28,5.5,Saturday,6,September,2008,18,18.33,0.68,778.2
1,2008-09-07,74,55,65.0,-2,10.56,57,0, 0,523,1817, ,0,M,0.0,0.00,29.35,30.06,6.4,26,6.6,Sunday,7,September,2008,19,18.33,0.61,776.4000000000001
2,2008-09-07,74,58,66.0,-2,11.11,58,0, 1,523,1817, ,M,M,M,0.01,29.41,30.05,7.0,26,7.4,Sunday,7,September,2008,16,18.89,0.61,776.4000000000001
1,2008-09-08,67,52,60.0,-6,11.11,55,5, 0,524,1815,RA BR,0,M,0.0,1.23,29.41,30.11,4.6,34,6.2,Monday,8,September,2008,15,15.56,0.75,774.5999999999999
2,2008-09-08,70,53,62.0,-6,12.22,56,3, 0,524,1815,RA BR,M,M,M,1.01,29.45,30.10,4.9,33,6.9,Monday,8,September,2008,17,16.67,0.75,774.5999999999999
1,2008-09-09,69,49,59.0,-7,7.22,52,6, 0,525,1814, ,0,M,0.0,0.00,29.45,30.17,3.9,36,6.4,Tuesday,9,September,2008,20,15.0,0.6,773.4000000000001
2,2008-09-09,68,49,59.0,-7,7.78,52,6, 0,525,1814, ,M,M,M,0.01,29.51,30.17,3.1,36,5.9,Tuesday,9,September,2008,19,15.0,0.62,773.4000000000001
1,2008-09-10,72,48,60.0,-6,8.89,54,5, 0,526,1812, ,0,M,0.0,0.00,29.47,30.21,4.3,14,5.1,Wednesday,10,September,2008,24,15.56,0.65,771.6000000000001
2,2008-09-10,72,50,61.0,-6,8.33,54,4, 0,526,1812, ,M,M,M,0.00,29.54,30.20,4.0,14,4.9,Wednesday,10,September,2008,22,16.11,0.6,771.6000000000001
1,2008-09-11,79,55,67.0,2,13.89,61,0, 2,527,1810,RA BR,0,M,0.0,0,29.33,30.08,8.9,18,9.8,Thursday,11,September,2008,24,19.44,0.7,769.8
2,2008-09-11,79,57,68.0,2,13.89,62,0, 3,527,1810,BR,M,M,M,0.00,29.40,30.07,8.6,18,9.4,Thursday,11,September,2008,22,20.0,0.68,769.8
1,2008-09-12,73,69,71.0,6,19.44,68,0, 6,528,1809,RA DZ BR,0,M,0.0,0.37,29.22,29.96,6.0,22,6.8,Friday,12,September,2008,4,21.67,0.87,768.6000000000001
2,2008-09-12,73,69,71.0,6,20.0,69,0, 6,528,1809,RA DZ BR,M,M,M,0.62,29.28,29.95,6.6,23,7.1,Friday,12,September,2008,4,21.67,0.9,768.6000000000001
1,2008-09-13,75,68,72.0,7,20.56,70,0, 7,529,1807,RA BR,0,M,0.0,6.64,28.97,29.71,6.4,21,9.1,Saturday,13,September,2008,7,22.22,0.9,766.8000000000001
2,2008-09-13,77,69,73.0,7,21.67,72,0, 8,529,1807,RA BR,M,M,M,3.07,29.04,29.70,7.2,22,9.7,Saturday,13,September,2008,8,22.78,0.93,766.8000000000001
1,2008-09-14,72,58,65.0,1,16.11,62,0, 0,530,1805,RA BR,0,M,0.0,1.44,28.97,29.67,7.7,31,10.1,Sunday,14,September,2008,14,18.33,0.87,765.0
2,2008-09-14,72,58,65.0,1,16.67,63,0, 0,530,1805,RA BR,M,M,M,1.75,29.01,29.66,7.2,32,9.9,Sunday,14,September,2008,14,18.33,0.9,765.0
1,2008-09-15,63,53,58.0,-6,10.56,55,7, 0,531,1803, ,0,M,0.0,0,29.41,30.10,5.7,34,6.1,Monday,15,September,2008,10,14.44,0.78,763.2000000000003
2,2008-09-15,65,55,60.0,-6,11.67,56,5, 0,531,1803, ,M,M,M,0.01,29.47,30.09,5.9,33,6.3,Monday,15,September,2008,10,15.56,0.78,763.2000000000003
1,2008-09-16,71,49,60.0,-4,10.0,55,5, 0,532,1760, ,0,M,0.0,0.00,29.47,30.19,5.3,23,5.8,Tuesday,16,September,2008,22,15.56,0.7,736.8
2,2008-09-16,71,50,61.0,-4,10.0,55,4, 0,532,1760, ,M,M,M,0.00,29.52,30.18,5.3,24,6.2,Tuesday,16,September,2008,21,16.11,0.67,736.8
1,2008-09-17,82,57,70.0,6,13.33,60,0, 5,533,1758, ,0,M,0.0,0.00,29.46,30.18,2.1,29,7.0,Wednesday,17,September,2008,25,21.11,0.61,735.0
2,2008-09-17,83,58,71.0,6,13.33,61,0, 6,533,1758, ,M,M,M,0.00,29.52,30.17,2.2,28,8.1,Wednesday,17,September,2008,25,21.67,0.59,735.0
1,2008-09-18,74,56,65.0,1,12.78,60,0, 0,535,1756, ,0,M,0.0,0.00,29.56,30.28,6.1,9,7.2,Thursday,18,September,2008,18,18.33,0.7,732.5999999999999
2,2008-09-18,74,62,68.0,1,13.33,60,0, 3,535,1756, ,M,M,M,0.00,29.62,30.27,7.2,9,7.9,Thursday,18,September,2008,12,20.0,0.65,732.5999999999999
1,2008-09-19,77,54,66.0,3,12.22,59,0, 1,536,1755, ,0,M,0.0,0.00,29.47,30.20,5.8,19,6.0,Friday,19,September,2008,23,18.89,0.65,731.4
2,2008-09-19,79,58,69.0,3,11.67,60,0, 4,536,1755, ,M,M,M,0.00,29.52,30.19,6.1,18,6.8,Friday,19,September,2008,21,20.56,0.57,731.4
1,2008-09-20,82,56,69.0,7,13.89,61,0, 4,537,1753, ,0,M,0.0,0.00,29.46,30.17,1.7,16,2.9,Saturday,20,September,2008,26,20.56,0.66,729.6000000000001
2,2008-09-20,82,59,71.0,7,13.33,62,0, 6,537,1753,HZ,M,M,M,0.00,29.51,30.16,2.3,12,3.1,Saturday,20,September,2008,23,21.67,0.59,729.6000000000001
1,2008-09-21,80,58,69.0,7,16.11,64,0, 4,538,1751,FG+ BR HZ,0,M,0.0,0.00,29.55,30.26,3.8,5,4.2,Sunday,21,September,2008,22,20.56,0.76,727.8000000000002
2,2008-09-21,80,60,70.0,7,16.11,65,0, 5,538,1751,BR HZ,M,M,M,0.00,29.60,30.24,3.0,9,3.6,Sunday,21,September,2008,20,21.11,0.73,727.8000000000002
1,2008-09-22,81,61,71.0,9,15.0,64,0, 6,539,1749,BR HZ,0,M,0.0,0.00,29.59,30.31,6.9,11,8.0,Monday,22,September,2008,20,21.67,0.66,725.9999999999999
2,2008-09-22,82,63,73.0,9,15.0,64,0, 8,539,1749,BR HZ,M,M,M,0.00,29.65,30.30,6.7,12,7.3,Monday,22,September,2008,19,22.78,0.62,725.9999999999999
1,2008-09-23,82,59,71.0,10,13.89,62,0, 6,540,1748, ,0,M,0.0,0.00,29.56,30.29,7.0,15,7.7,Tuesday,23,September,2008,23,21.67,0.61,724.8
2,2008-09-23,83,63,73.0,10,13.33,63,0, 8,540,1748, ,M,M,M,0.00,29.62,30.28,6.6,15,7.6,Tuesday,23,September,2008,20,22.78,0.55,724.8
1,2008-09-24,82,57,70.0,9,15.0,63,0, 5,541,1746,TS TSRA BR HZ,0,M,0.0,0.20,29.54,30.27,2.6,23,4.6,Wednesday,24,September,2008,25,21.11,0.68,723.0000000000001
2,2008-09-24,82,62,72.0,9,13.89,63,0, 7,541,1746, ,M,M,M,0.00,29.60,30.25,2.7,21,4.9,Wednesday,24,September,2008,20,22.22,0.59,723.0000000000001
1,2008-09-25,77,63,70.0,9,16.11,64,0, 5,542,1744,BR HZ,0,M,0.0,0.00,29.54,30.27,6.9,4,7.5,Thursday,25,September,2008,14,21.11,0.73,721.2
2,2008-09-25,78,66,72.0,9,16.11,65,0, 7,542,1744,BR HZ,M,M,M,0.00,29.59,30.25,5.4,4,6.0,Thursday,25,September,2008,12,22.22,0.68,721.2
1,2008-09-26,79,59,69.0,9,12.78,60,0, 4,543,1742,BR,0,M,0.0,0.00,29.42,30.16,3.0,6,4.3,Friday,26,September,2008,20,20.56,0.61,719.4000000000001
2,2008-09-26,78,60,69.0,9,12.22,61,0, 4,543,1742,BR,M,M,M,0.00,29.47,30.14,3.5,6,4.6,Friday,26,September,2008,18,20.56,0.59,719.4000000000001
1,2008-09-27,81,53,67.0,7,12.22,60,0, 2,544,1741,BR,0,M,0.0,0.00,29.33,30.06,1.0,3,2.7,Saturday,27,September,2008,28,19.44,0.63,718.1999999999998
2,2008-09-27,80,55,68.0,7,12.22,60,0, 3,544,1741,BR HZ,M,M,M,0.00,29.39,30.04,1.6,7,3.1,Saturday,27,September,2008,25,20.0,0.61,718.1999999999998
1,2008-09-28,68,57,63.0,4,13.89,60,2, 0,545,1739, ,0,M,0.0,0.00,29.41,30.13,7.2,4,7.8,Sunday,28,September,2008,11,17.22,0.81,716.4000000000001
2,2008-09-28,69,60,65.0,4,13.89,60,0, 0,545,1739, ,M,M,M,0.00,29.46,30.11,7.3,4,7.4,Sunday,28,September,2008,9,18.33,0.75,716.4000000000001
1,2008-09-29,64,54,59.0,0,12.78,57,6, 0,546,1737,RA BR,0,M,0.0,0.82,29.26,30.00,3.5,33,4.8,Monday,29,September,2008,10,15.0,0.87,714.6
2,2008-09-29,65,56,61.0,0,13.89,59,4, 0,546,1737,RA BR HZ,M,M,M,0.11,29.31,29.99,1.6,33,4.4,Monday,29,September,2008,9,16.11,0.87,714.6
1,2008-09-30,59,48,54.0,-5,6.67,49,11, 0,547,1735, ,0,M,0.0,0.00,29.21,29.95,11.4,31,11.5,Tuesday,30,September,2008,11,12.22,0.69,712.8
2,2008-09-30,61,48,55.0,-5,7.22,50,10, 0,547,1735, ,M,M,M,0.01,29.27,29.94,9.3,31,9.5,Tuesday,30,September,2008,13,12.78,0.69,712.8
1,2008-10-01,61,46,54.0,-4,4.44,47,11, 0,548,1734, ,0,M,0.0,0.00,29.24,29.97,11.2,33,11.1,Wednesday,1,October,2008,15,12.22,0.59,711.6000000000001
2,2008-10-01,62,46,54.0,-4,5.0,47,M,M,548,1734, ,M,M,M,0.00,29.30,29.96,10.9,33,11.0,Wednesday,1,October,2008,16,12.22,0.61,711.6000000000001
1,2008-10-02,61,42,52.0,-6,4.44,47,13, 0,549,1732, ,0,M,0.0,0.00,29.18,29.91,8.7,28,9.2,Thursday,2,October,2008,19,11.11,0.63,709.8
2,2008-10-02,62,43,53.0,-6,4.44,47,12, 0,549,1732, ,M,M,M,0.00,29.24,29.92,9.5,28,10.1,Thursday,2,October,2008,19,11.67,0.61,709.8
1,2008-10-03,60,44,52.0,-5,5.56,47,13, 0,550,1730,RA,0,M,0.0,0.01,29.34,30.05,6.5,3,7.7,Friday,3,October,2008,16,11.11,0.69,708.0
2,2008-10-03,59,49,54.0,-5,6.11,49,11, 0,550,1730,RA,M,M,M,0.01,29.40,30.04,6.0,6,8.3,Friday,3,October,2008,10,12.22,0.66,708.0
1,2008-10-04,61,38,50.0,-7,3.33,45,15, 0,552,1729, ,0,M,0.0,0.00,29.51,30.23,3.2,11,4.4,Saturday,4,October,2008,23,10.0,0.63,706.1999999999998
2,2008-10-04,60,42,51.0,-7,3.89,46,14, 0,552,1729, ,M,M,M,0.00,29.57,30.23,3.1,11,4.3,Saturday,4,October,2008,18,10.56,0.63,706.1999999999998
1,2008-10-05,61,41,51.0,-6,6.11,48,14, 0,553,1727,RA,0,M,0.0,0.06,29.51,30.25,5.6,11,6.6,Sunday,5,October,2008,20,10.56,0.74,704.4000000000001
2,2008-10-05,61,46,54.0,-6,5.0,49,11, 0,553,1727,RA,M,M,M,0.03,29.57,30.24,6.5,11,7.2,Sunday,5,October,2008,15,12.22,0.61,704.4000000000001
1,2008-10-06,69,54,62.0,6,8.33,54,3, 0,554,1725, ,0,M,0.0,0.00,29.49,30.23,10.5,11,10.7,Monday,6,October,2008,15,16.67,0.58,702.6
2,2008-10-06,70,56,63.0,6,7.78,54,2, 0,554,1725, ,M,M,M,0.00,29.55,30.23,8.9,12,9.1,Monday,6,October,2008,14,17.22,0.54,702.6
1,2008-10-07,63,56,60.0,4,11.11,56,5, 0,555,1724,RA BR,0,M,0.0,0.80,29.24,30.01,10.3,13,11.3,Tuesday,7,October,2008,7,15.56,0.75,701.3999999999999
2,2008-10-07,65,56,61.0,4,11.11,56,4, 0,555,1724,RA DZ BR,M,M,M,0.86,29.31,30.01,9.5,14,10.9,Tuesday,7,October,2008,9,16.11,0.72,701.3999999999999
1,2008-10-08,64,50,57.0,1,10.56,54,8, 0,556,1722,RA BR,0,M,0.0,0.19,29.13,29.85,7.5,26,8.1,Wednesday,8,October,2008,14,13.89,0.8,699.5999999999999
2,2008-10-08,63,52,58.0,1,11.11,55,7, 0,556,1722,RA BR,M,M,M,0.29,29.20,29.86,7.4,26,8.3,Wednesday,8,October,2008,11,14.44,0.8,699.5999999999999
1,2008-10-09,69,47,58.0,3,3.33,49,7, 0,557,1720, ,0,M,0.0,0.00,29.36,30.05,5.5,29,5.8,Thursday,9,October,2008,22,14.44,0.47,697.8
2,2008-10-09,69,48,59.0,3,3.89,49,6, 0,557,1720, ,M,M,M,0.00,29.41,30.05,3.9,29,4.8,Thursday,9,October,2008,21,15.0,0.47,697.8
1,2008-10-10,72,42,57.0,2,5.56,50,8, 0,558,1719, ,0,M,0.0,0.00,29.47,30.18,4.8,11,6.7,Friday,10,October,2008,30,13.89,0.57,696.6000000000001
2,2008-10-10,73,46,60.0,2,5.0,51,5, 0,558,1719, ,M,M,M,0.00,29.52,30.17,5.3,11,6.1,Friday,10,October,2008,27,15.56,0.49,696.6000000000001
1,2008-10-11,79,51,65.0,11,10.0,57,0, 0,559,1717, ,0,M,0.0,0.00,29.52,30.24,4.2,14,5.0,Saturday,11,October,2008,28,18.33,0.58,694.8000000000001
2,2008-10-11,80,55,68.0,11,10.0,57,0, 3,559,1717, ,M,M,M,0.00,29.58,30.24,3.9,14,5.0,Saturday,11,October,2008,25,20.0,0.53,694.8000000000001
1,2008-10-12,84,57,71.0,17,13.33,61,0, 6,600,1715,BR,0,M,0.0,0.00,29.55,30.27,4.3,15,5.1,Sunday,12,October,2008,27,21.67,0.59,669.0
2,2008-10-12,86,62,74.0,17,12.22,62,0, 9,600,1715, ,M,M,M,0.00,29.61,30.26,5.8,16,6.3,Sunday,12,October,2008,24,23.33,0.5,669.0
1,2008-10-13,77,61,69.0,16,14.44,63,0, 4,602,1714, ,0,M,0.0,0.00,29.47,30.21,7.7,20,8.1,Monday,13,October,2008,16,20.56,0.68,667.2
2,2008-10-13,79,64,72.0,16,13.89,63,0, 7,602,1714, ,M,M,M,0.00,29.54,30.20,8.3,20,8.7,Monday,13,October,2008,15,22.22,0.59,667.2
1,2008-10-14,69,53,61.0,8,6.11,51,4, 0,603,1712,RA,0,M,0.0,0,29.49,30.22,2.0,30,6.8,Tuesday,14,October,2008,16,16.11,0.52,665.4000000000001
2,2008-10-14,70,55,63.0,8,6.11,52,2, 0,603,1712, ,M,M,M,0,29.54,30.21,1.5,34,7.2,Tuesday,14,October,2008,15,17.22,0.48,665.4000000000001
1,2008-10-15,63,47,55.0,2,10.0,53,10, 0,604,1711,RA BR,0,M,0.0,0.30,29.34,30.06,4.2,32,6.3,Wednesday,15,October,2008,16,12.78,0.83,664.1999999999999
2,2008-10-15,64,50,57.0,2,10.56,54,8, 0,604,1711,RA BR,M,M,M,0.24,29.39,30.05,3.6,32,6.8,Wednesday,15,October,2008,14,13.89,0.8,664.1999999999999
1,2008-10-16,59,43,51.0,-1,3.33,44,14, 0,605,1709, ,0,M,0.0,0.00,29.52,30.25,6.1,35,7.5,Thursday,16,October,2008,16,10.56,0.61,662.4000000000001
2,2008-10-16,59,44,52.0,-1,3.89,45,13, 0,605,1709, ,M,M,M,0.00,29.57,30.24,6.7,35,8.0,Thursday,16,October,2008,15,11.11,0.61,662.4000000000001
1,2008-10-17,57,43,50.0,-2,3.89,44,15, 0,606,1707, ,0,M,0.0,0.00,29.53,30.26,6.2,36,7.2,Friday,17,October,2008,14,10.0,0.66,660.6000000000001
2,2008-10-17,56,44,50.0,-2,4.44,46,15, 0,606,1707, ,M,M,M,0,29.59,30.25,5.8,36,7.2,Friday,17,October,2008,12,10.0,0.68,660.6000000000001
1,2008-10-18,60,43,52.0,1,4.44,45,13, 0,607,1706,RA BR,0,M,0.0,0.05,29.58,30.32,2.1,7,6.1,Saturday,18,October,2008,17,11.11,0.63,659.3999999999999
2,2008-10-18,60,46,53.0,1,5.0,47,12, 0,607,1706,RA BR,M,M,M,0.14,29.65,30.32,2.4,7,5.3,Saturday,18,October,2008,14,11.67,0.64,659.3999999999999
1,2008-10-19,62,40,51.0,0,2.78,45,14, 0,608,1704, ,0,M,0.0,0.00,29.49,30.24,12.0,19,12.4,Sunday,19,October,2008,22,10.56,0.59,657.5999999999999
2,2008-10-19,62,44,53.0,0,2.78,46,12, 0,608,1704, ,M,M,M,0.00,29.57,30.25,10.6,19,10.9,Sunday,19,October,2008,18,11.67,0.54,657.5999999999999
1,2008-10-20,55,43,49.0,-1,5.56,46,16, 0,610,1703,RA BR,0,M,0.0,0.18,29.48,30.21,4.0,31,7.6,Monday,20,October,2008,12,9.44,0.77,655.8000000000001
